0.000000000000000000e+00,6.888333333333333808e-02,6.569999999999999452e-02,0.000000000000000000e+00
1.000000000000000000e+00,8.055833333333333179e-01,8.124000000000000110e-01,1.791189999580383301e+02
2.000000000000000000e+00,9.000833333333333464e-01,9.005999999999999561e-01,3.573849999904632568e+02
3.000000000000000000e+00,9.437499999999999778e-01,9.361000000000000432e-01,5.354060001373291016e+02
4.000000000000000000e+00,9.586000000000000076e-01,9.487999999999999767e-01,7.188730001449584961e+02
5.000000000000000000e+00,9.791166666666666352e-01,9.646000000000000130e-01,9.008450000286102295e+02
6.000000000000000000e+00,9.651833333333332821e-01,9.492000000000000437e-01,1.079149000167846680e+03
7.000000000000000000e+00,9.842499999999999583e-01,9.669999999999999707e-01,1.258124000072479248e+03
8.000000000000000000e+00,9.856666666666666909e-01,9.686000000000000165e-01,1.438154999971389771e+03
9.000000000000000000e+00,9.839499999999999913e-01,9.664000000000000368e-01,1.617272000074386597e+03
1.000000000000000000e+01,9.863499999999999490e-01,9.693000000000000504e-01,1.796194000005722046e+03
1.100000000000000000e+01,9.872666666666666258e-01,9.700999999999999623e-01,1.974950000047683716e+03
1.200000000000000000e+01,9.872333333333332961e-01,9.707000000000000073e-01,2.148775000095367432e+03
1.300000000000000000e+01,9.868833333333333346e-01,9.709999999999999742e-01,2.320288000106811523e+03
1.400000000000000000e+01,9.867166666666666863e-01,9.711999999999999522e-01,2.492779000043869019e+03
1.500000000000000000e+01,9.865000000000000435e-01,9.714000000000000412e-01,2.665215000152587891e+03
1.600000000000000000e+01,9.825833333333333641e-01,9.689999999999999725e-01,2.838989000082015991e+03
1.700000000000000000e+01,9.841999999999999638e-01,9.704000000000000403e-01,3.013978000164031982e+03
1.800000000000000000e+01,9.843333333333332824e-01,9.675000000000000266e-01,3.190194000005722046e+03
1.900000000000000000e+01,9.864000000000000545e-01,9.700999999999999623e-01,3.365686000108718872e+03
2.000000000000000000e+01,9.862333333333332952e-01,9.713000000000000522e-01,3.539493999958038330e+03
2.100000000000000000e+01,9.859833333333333227e-01,9.716000000000000192e-01,3.714707000017166138e+03
2.200000000000000000e+01,9.864666666666667139e-01,9.686000000000000165e-01,3.888733999967575073e+03
2.300000000000000000e+01,5.663500000000000201e-01,5.699999999999999512e-01,4.063183000087738037e+03
2.400000000000000000e+01,8.745500000000000496e-01,8.735000000000000542e-01,4.232524000167846680e+03
2.500000000000000000e+01,9.036666666666666181e-01,8.983999999999999764e-01,4.402970999956130981e+03
2.600000000000000000e+01,8.943333333333333135e-01,8.961999999999999966e-01,4.569160000085830688e+03
2.700000000000000000e+01,9.472000000000000419e-01,9.405999999999999917e-01,4.735738000154495239e+03
2.800000000000000000e+01,9.593500000000000361e-01,9.503000000000000336e-01,4.903011000156402588e+03
2.900000000000000000e+01,8.944833333333332970e-01,8.901999999999999913e-01,5.071968000173568726e+03
3.000000000000000000e+01,9.696166666666666822e-01,9.587999999999999856e-01,5.240962000131607056e+03
3.100000000000000000e+01,9.755666666666666931e-01,9.638999999999999790e-01,5.410884999990463257e+03
3.200000000000000000e+01,1.443000000000000116e-01,1.428999999999999992e-01,5.582095999956130981e+03
3.300000000000000000e+01,9.228833333333333888e-01,9.180000000000000382e-01,5.751703999996185303e+03
3.400000000000000000e+01,9.039833333333333609e-01,9.036999999999999478e-01,5.918703999996185303e+03
3.500000000000000000e+01,7.971000000000000307e-01,7.886999999999999567e-01,6.085131999969482422e+03
3.600000000000000000e+01,9.545833333333333393e-01,9.516000000000000014e-01,6.252611999988555908e+03
3.700000000000000000e+01,9.654333333333333655e-01,9.576999999999999957e-01,6.420686000108718872e+03
3.800000000000000000e+01,9.693166666666667153e-01,9.618999999999999773e-01,6.590220999956130981e+03
3.900000000000000000e+01,9.716333333333333488e-01,9.600999999999999535e-01,6.760276999950408936e+03
4.000000000000000000e+01,9.628999999999999782e-01,9.518999999999999684e-01,6.928351999998092651e+03
4.100000000000000000e+01,9.786666666666666847e-01,9.633000000000000451e-01,7.094690999984741211e+03
4.200000000000000000e+01,9.384166666666666767e-01,9.324999999999999956e-01,7.262838000059127808e+03
4.300000000000000000e+01,9.746666666666666812e-01,9.614000000000000323e-01,7.430880000114440918e+03
4.400000000000000000e+01,9.683166666666667144e-01,9.566999999999999948e-01,7.599811000108718872e+03
4.500000000000000000e+01,9.667166666666666686e-01,9.533000000000000362e-01,7.769388000011444092e+03
4.600000000000000000e+01,7.197166666666666712e-01,7.198999999999999844e-01,7.936876000165939331e+03
4.700000000000000000e+01,9.458999999999999631e-01,9.385999999999999899e-01,8.104840000152587891e+03
4.800000000000000000e+01,9.670999999999999597e-01,9.593000000000000416e-01,8.272884000062942505e+03
4.900000000000000000e+01,8.674833333333333840e-01,8.636000000000000343e-01,8.441414999961853027e+03
