0.000000000000000000e+00,6.888333333333333808e-02,6.569999999999999452e-02,0.000000000000000000e+00
1.000000000000000000e+00,8.907333333333333769e-01,8.959000000000000297e-01,2.464700007438659668e+01
2.000000000000000000e+00,9.154499999999999860e-01,9.206999999999999629e-01,5.034400010108947754e+01
3.000000000000000000e+00,9.284333333333333327e-01,9.304999999999999938e-01,7.486199998855590820e+01
4.000000000000000000e+00,9.384833333333333361e-01,9.389999999999999458e-01,9.938400006294250488e+01
5.000000000000000000e+00,9.484333333333333504e-01,9.463000000000000300e-01,1.237620000839233398e+02
6.000000000000000000e+00,9.518666666666666387e-01,9.506999999999999895e-01,1.483829998970031738e+02
7.000000000000000000e+00,9.580333333333332924e-01,9.549999999999999600e-01,1.728810000419616699e+02
8.000000000000000000e+00,9.619666666666666366e-01,9.578999999999999737e-01,1.974279999732971191e+02
9.000000000000000000e+00,9.647499999999999964e-01,9.598999999999999755e-01,2.221050000190734863e+02
1.000000000000000000e+01,9.670999999999999597e-01,9.614000000000000323e-01,2.470380001068115234e+02
1.100000000000000000e+01,9.687500000000000000e-01,9.626000000000000112e-01,2.717850000858306885e+02
1.200000000000000000e+01,9.706000000000000183e-01,9.637999999999999901e-01,2.964509999752044678e+02
1.300000000000000000e+01,9.721833333333332883e-01,9.650999999999999579e-01,3.210929999351501465e+02
1.400000000000000000e+01,9.735000000000000320e-01,9.658999999999999808e-01,3.455720000267028809e+02
1.500000000000000000e+01,9.753166666666667206e-01,9.660999999999999588e-01,3.701099998950958252e+02
1.600000000000000000e+01,9.765000000000000346e-01,9.668999999999999817e-01,3.946229999065399170e+02
1.700000000000000000e+01,9.772499999999999520e-01,9.679999999999999716e-01,4.192630000114440918e+02
1.800000000000000000e+01,9.780999999999999694e-01,9.689999999999999725e-01,4.458199999332427979e+02
1.900000000000000000e+01,9.790999999999999703e-01,9.696000000000000174e-01,4.712669999599456787e+02
2.000000000000000000e+01,9.798833333333333284e-01,9.696000000000000174e-01,4.972520000934600830e+02
2.100000000000000000e+01,9.806000000000000272e-01,9.698999999999999844e-01,5.219400000572204590e+02
2.200000000000000000e+01,9.815166666666667039e-01,9.706000000000000183e-01,5.465199999809265137e+02
2.300000000000000000e+01,9.823666666666667213e-01,9.710999999999999632e-01,5.720079998970031738e+02
2.400000000000000000e+01,9.828833333333333311e-01,9.711999999999999522e-01,5.964070000648498535e+02
2.500000000000000000e+01,9.833666666666666112e-01,9.717999999999999972e-01,6.210030000209808350e+02
2.600000000000000000e+01,9.837500000000000133e-01,9.721999999999999531e-01,6.456219999790191650e+02
2.700000000000000000e+01,9.842166666666666286e-01,9.726000000000000201e-01,6.700989999771118164e+02
2.800000000000000000e+01,9.847500000000000142e-01,9.727999999999999980e-01,6.946889998912811279e+02
2.900000000000000000e+01,9.852833333333332888e-01,9.731999999999999540e-01,7.192279999256134033e+02
3.000000000000000000e+01,9.859666666666666579e-01,9.734000000000000430e-01,7.438889999389648438e+02
3.100000000000000000e+01,9.865000000000000435e-01,9.736000000000000210e-01,7.683099999427795410e+02
3.200000000000000000e+01,9.869499999999999940e-01,9.737000000000000099e-01,7.929679999351501465e+02
3.300000000000000000e+01,9.874000000000000554e-01,9.739999999999999769e-01,8.174949998855590820e+02
3.400000000000000000e+01,9.879000000000000004e-01,9.741999999999999549e-01,8.422149999141693115e+02
3.500000000000000000e+01,9.883166666666666211e-01,9.744000000000000439e-01,8.671480000019073486e+02
3.600000000000000000e+01,9.885166666666667101e-01,9.743000000000000549e-01,8.917290000915527344e+02
3.700000000000000000e+01,9.889166666666666661e-01,9.745000000000000329e-01,9.163020000457763672e+02
3.800000000000000000e+01,9.891833333333333034e-01,9.747999999999999998e-01,9.408989999294281006e+02
3.900000000000000000e+01,9.893833333333332813e-01,9.748999999999999888e-01,9.654460000991821289e+02
4.000000000000000000e+01,9.896666666666666945e-01,9.749999999999999778e-01,9.901470000743865967e+02
4.100000000000000000e+01,9.899499999999999966e-01,9.749999999999999778e-01,1.014875999927520752e+03
4.200000000000000000e+01,9.900833333333333153e-01,9.749999999999999778e-01,1.039463000059127808e+03
4.300000000000000000e+01,9.903166666666666229e-01,9.749999999999999778e-01,1.064334000110626221e+03
4.400000000000000000e+01,9.904500000000000526e-01,9.748999999999999888e-01,1.088915999889373779e+03
4.500000000000000000e+01,9.906500000000000306e-01,9.749999999999999778e-01,1.113414999961853027e+03
4.600000000000000000e+01,9.908000000000000140e-01,9.749999999999999778e-01,1.138078000068664551e+03
4.700000000000000000e+01,9.909666666666666623e-01,9.749999999999999778e-01,1.162673000097274780e+03
4.800000000000000000e+01,9.911333333333333107e-01,9.748999999999999888e-01,1.187540999889373779e+03
4.900000000000000000e+01,9.914166666666666128e-01,9.752999999999999448e-01,1.212051000118255615e+03
